,cement,blast_furnance_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,compressive_strength,log_age
307,388.6,97.1,0.0,157.9,12.1,852.1,925.7,34.90127512,1.9459101490553132
308,254.0,0.0,0.0,198.0,0.0,968.0,863.0,26.94472208,4.499809670330265
309,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,42.79577532,1.9459101490553132
310,266.0,114.0,0.0,228.0,0.0,932.0,670.0,51.732763231999996,5.598421958998375
311,281.0,0.0,0.0,185.0,0.0,1104.0,774.0,22.435549039999998,3.332204510175204
312,194.68,0.0,100.52,165.62,7.48,1006.4,905.9,24.986610239999997,2.6390573296152584
313,339.0,0.0,0.0,197.0,0.0,968.0,781.0,35.17017076,4.499809670330265
314,296.0,0.0,106.7,221.4,10.5,819.2,778.4,31.420110796000003,3.332204510175204
315,334.0,17.6,158.0,189.0,15.3,967.0,633.0,44.32641204,3.332204510175204
316,304.0,76.0,0.0,228.0,0.0,932.0,670.0,55.260122448,5.8998973535824915
317,299.8,0.0,119.8,211.5,9.9,878.2,727.6,23.835874796,3.332204510175204
318,173.0,116.0,0.0,192.0,0.0,946.8,856.8,6.940954892,1.0986122886681098
319,302.0,0.0,0.0,203.0,0.0,974.0,817.0,18.12632404,2.6390573296152584
320,436.0,0.0,0.0,218.0,0.0,838.4,719.7,23.84897484,3.332204510175204
321,173.81,93.37,159.9,172.34,9.73,1007.2,746.6,50.93848688,4.605170185988092
322,307.0,0.0,0.0,193.0,0.0,968.0,812.0,27.53077668,3.332204510175204
323,218.85,0.0,124.13,158.49,11.33,1078.7,794.91,37.2661778,4.02535169073515
324,297.16,0.0,117.54,174.8,9.52,1022.8,753.45,47.401475,3.332204510175204
325,336.5,0.0,0.0,181.9,3.4,985.8,816.8,44.868340176000004,3.332204510175204
326,439.0,177.0,0.0,186.0,11.1,884.9,707.9,65.99664272,3.332204510175204
327,149.0,117.6,91.7,182.9,7.1,953.4,780.3,23.524231644,3.332204510175204
328,277.0,0.0,0.0,191.0,0.0,968.0,856.0,32.32952964,5.19295685089021
329,237.5,237.5,0.0,228.0,0.0,932.0,594.0,26.258003984,1.9459101490553132
330,167.0,187.0,195.0,185.0,7.0,898.0,636.0,23.8903434,3.332204510175204
331,162.0,190.0,148.0,179.0,19.0,838.0,741.0,33.75674496,3.332204510175204
332,332.5,142.5,0.0,228.0,0.0,932.0,594.0,41.052779992,5.8998973535824915
333,172.38,13.61,172.37,156.76,4.14,1006.3,856.4,37.6798634,4.605170185988092
334,220.8,147.2,0.0,185.7,0.0,1055.0,744.3,25.745033839999998,3.332204510175204
335,310.0,0.0,0.0,192.0,0.0,970.0,850.0,38.11423328,5.886104031450156
336,145.0,116.0,119.0,184.0,5.7,833.0,880.0,29.15794004,3.332204510175204
337,475.0,118.8,0.0,181.1,8.9,852.1,781.5,68.29949256,3.332204510175204
338,321.4,0.0,127.9,182.5,11.5,870.1,779.7,37.265488323999996,3.332204510175204
339,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,29.39236188,4.499809670330265
340,183.9,122.6,0.0,203.5,0.0,959.2,800.0,10.787541496,1.9459101490553132
341,212.0,141.3,0.0,203.5,0.0,973.4,750.0,33.003837168,3.332204510175204
342,374.3,0.0,0.0,190.2,6.7,1013.2,730.4,39.056057496,3.332204510175204
343,297.0,0.0,0.0,186.0,0.0,1040.0,734.0,30.9574724,1.9459101490553132
344,153.0,145.0,113.0,178.0,8.0,1002.0,689.0,25.55887532,3.332204510175204
345,288.0,192.0,0.0,192.0,0.0,932.0,717.8,50.526869708,4.499809670330265
346,202.0,11.0,141.0,206.0,1.72,942.0,801.0,9.84965714581204,1.0986122886681098
347,153.1,145.0,113.0,178.5,8.0,1001.9,688.7,25.559564796,3.332204510175204
348,424.0,22.0,132.0,178.0,8.48,822.0,750.0,39.004642284729314,1.9459101490553132
349,333.0,17.5,163.0,167.0,17.9,996.0,652.0,47.27736932,3.332204510175204
350,446.0,24.0,79.0,162.0,11.64,967.0,712.0,38.01770664,1.9459101490553132
351,469.0,117.2,0.0,137.8,32.2,852.1,840.5,66.89985628,3.332204510175204
352,213.72,98.05,24.51,181.71,6.86,1065.8,785.38,50.77301264,4.02535169073515
353,322.0,149.0,0.0,186.0,8.0,951.0,709.0,52.42086028,3.332204510175204
354,362.6,189.0,0.0,164.9,11.6,944.7,755.8,35.3011712,1.0986122886681098
355,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,52.61391356,1.9459101490553132
356,152.6,238.7,0.0,200.0,6.3,1001.8,683.9,26.859916531999996,3.332204510175204
357,116.0,173.0,0.0,192.0,0.0,909.8,891.9,10.089791784,1.9459101490553132
358,255.0,0.0,0.0,192.0,0.0,889.8,945.0,10.222171176,1.9459101490553132
359,522.0,0.0,0.0,146.0,0.0,896.0,896.0,74.98740975999999,3.332204510175204
360,290.35,0.0,96.18,168.08,9.41,961.18,865.0,22.50449664,1.0986122886681098
361,166.8,250.2,0.0,203.5,0.0,975.6,692.6,43.565230536,4.499809670330265
362,469.0,117.2,0.0,137.8,32.2,852.1,840.5,69.29923276,4.02535169073515
363,290.35,0.0,96.18,168.08,9.41,961.18,865.0,45.08483564,4.02535169073515
364,198.6,132.4,0.0,192.0,0.0,978.4,825.5,9.131420144,1.0986122886681098
365,152.0,0.0,112.0,184.0,8.0,992.0,816.0,12.17614616,3.332204510175204
366,251.37,0.0,118.27,188.45,6.35,1028.4,757.73,44.209201119999996,4.605170185988092
367,401.8,94.7,0.0,147.4,11.4,946.8,852.1,68.4994406,3.332204510175204
368,446.0,24.0,79.0,162.0,11.61,967.0,712.0,35.36322404,1.0986122886681098
369,210.7,316.1,0.0,185.7,0.0,977.0,689.3,37.813621743999995,3.332204510175204
370,229.68,0.0,118.16,195.23,6.13,1028.1,757.63,13.35515012,1.0986122886681098
371,165.0,0.02,143.57,163.81,0.0,1005.6,900.9,16.87837248,2.6390573296152584
372,251.37,0.0,118.27,188.45,5.75,1028.4,757.73,36.96970312,4.02535169073515
373,475.0,0.0,0.0,228.0,0.0,932.0,594.0,39.28978986,3.332204510175204
374,155.0,184.0,143.0,194.0,9.0,880.0,699.0,28.98557104,3.332204510175204
375,231.75,0.0,121.62,173.96,6.72,1056.4,778.45,45.83636448,4.605170185988092
376,388.6,97.1,0.0,157.9,12.1,852.1,925.7,55.19944856,4.02535169073515
377,181.9,272.8,0.0,185.7,0.0,1012.4,714.3,27.935499091999997,3.332204510175204
378,160.0,188.0,146.0,203.0,11.0,829.0,710.0,32.83974188,3.332204510175204
379,362.6,189.0,0.0,164.9,11.6,944.7,755.8,71.29871315999999,3.332204510175204
380,475.0,0.0,0.0,228.0,0.0,932.0,594.0,42.229026048,4.499809670330265
381,284.0,119.7,0.0,168.3,7.2,970.4,794.2,40.934879596,3.332204510175204
382,102.0,153.0,0.0,192.0,0.0,887.0,942.0,4.565020596,1.0986122886681098
383,266.0,114.0,0.0,228.0,0.0,932.0,670.0,47.029847436000004,4.499809670330265
384,181.38,0.0,167.01,169.59,7.56,1055.6,777.8,45.3675208,4.605170185988092
385,425.0,106.3,0.0,153.5,16.5,852.1,887.1,60.2946762,3.332204510175204
386,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,24.40055564,1.0986122886681098
387,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,24.065470304,1.9459101490553132
388,339.0,0.0,0.0,185.0,0.0,1069.0,754.0,31.84000168,3.332204510175204
389,313.0,0.0,113.0,178.0,8.0,1002.0,689.0,36.80422888,3.332204510175204
390,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,47.09810556,1.9459101490553132
391,212.52,0.0,100.37,159.32,8.71,1007.8,903.59,42.54756396,4.02535169073515
392,389.9,189.0,0.0,145.9,22.0,944.7,755.8,79.40005615999999,4.02535169073515
393,375.0,93.8,0.0,126.6,23.4,852.1,992.6,28.99936056,1.0986122886681098
394,439.0,177.0,0.0,186.0,11.1,884.9,707.9,56.095767359999996,1.9459101490553132
395,231.75,0.0,121.62,173.96,6.72,1056.4,778.45,26.77235308,2.6390573296152584
396,314.0,145.0,113.0,179.0,8.0,869.0,690.0,46.2293658,3.332204510175204
397,165.0,128.5,132.1,175.06,8.08,1005.8,746.6,46.38794528,3.332204510175204
398,500.0,0.0,0.0,140.0,4.0,966.0,853.0,67.568648,3.332204510175204
399,108.3,162.4,0.0,203.5,0.0,938.2,849.0,7.723510152,1.9459101490553132
400,259.9,100.6,78.4,170.6,10.4,935.7,762.9,49.77327244,3.332204510175204
401,425.0,106.3,0.0,153.5,16.5,852.1,887.1,64.30053176,4.02535169073515
402,148.1,0.0,182.1,181.4,15.0,838.9,884.3,15.526310044,3.332204510175204
403,167.0,75.4,167.0,164.03,7.91,1007.3,770.1,41.40992856,3.332204510175204
404,251.81,0.0,99.94,146.14,12.35,1006.0,899.76,21.02212324,1.0986122886681098
405,397.0,0.0,0.0,185.0,0.0,1040.0,734.0,39.0932892,3.332204510175204
406,213.5,0.0,174.24,154.61,11.66,1052.3,775.48,45.939785879999995,3.332204510175204
407,133.1,210.2,0.0,195.7,3.1,949.4,795.3,28.937997196,3.332204510175204
408,249.1,0.0,98.75,158.11,12.8,987.76,889.01,15.361525279999999,1.0986122886681098
409,295.71,0.0,95.64,171.54,8.87,955.14,859.2,48.718374159999996,4.02535169073515
410,480.0,0.0,0.0,192.0,0.0,936.2,712.2,54.315540328,4.499809670330265
411,251.37,0.0,118.27,188.45,6.35,1028.4,757.73,24.42813468,2.6390573296152584
412,475.0,0.0,0.0,228.0,0.0,932.0,594.0,42.620648416,5.19295685089021
413,162.0,190.1,148.1,178.8,18.8,838.1,741.4,33.762260768,3.332204510175204
414,374.0,189.2,0.0,170.1,10.1,926.1,756.7,63.3973182,4.02535169073515
415,229.97,0.0,118.31,195.47,4.63,1029.4,758.59,35.34253976,4.605170185988092
416,108.3,162.4,0.0,203.5,0.0,938.2,849.0,29.231713971999998,4.499809670330265
417,359.0,19.0,141.0,154.0,10.91,942.0,801.0,23.639177145812038,1.0986122886681098
418,238.0,0.0,0.0,185.0,0.0,1118.0,789.0,17.54026944,3.332204510175204
419,249.1,0.0,98.75,158.11,12.8,987.76,889.01,42.030456959999995,4.02535169073515
420,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,41.05140104,5.19295685089021
421,148.1,0.0,136.6,158.1,16.1,1001.8,830.1,17.959470848000002,3.332204510175204
422,190.0,190.0,0.0,228.0,0.0,932.0,670.0,46.931941843999994,5.19295685089021
423,374.0,189.2,0.0,170.1,10.1,926.1,756.7,61.09446836,3.332204510175204
424,382.0,0.0,0.0,186.0,0.0,1047.0,739.0,24.00065956,1.9459101490553132
425,350.0,0.0,0.0,203.0,0.0,974.0,775.0,29.97841648,4.02535169073515
426,339.0,0.0,0.0,197.0,0.0,968.0,781.0,36.44570136,5.19295685089021
427,212.52,0.0,100.37,159.32,8.71,1007.8,903.59,13.54130864,1.0986122886681098
428,304.0,76.0,0.0,228.0,0.0,932.0,670.0,50.94882902,5.19295685089021
429,212.0,141.3,0.0,203.5,0.0,973.4,750.0,15.030576799999999,1.9459101490553132
430,184.0,86.0,190.0,213.0,6.0,923.0,623.0,22.93197176,3.332204510175204
431,212.57,0.0,100.39,159.35,10.37,1003.8,903.79,37.404073,3.332204510175204
432,296.0,0.0,0.0,186.0,0.0,1090.0,769.0,25.17966352,3.332204510175204
433,332.5,142.5,0.0,228.0,0.0,932.0,594.0,40.269535256000005,5.598421958998375
434,393.0,0.0,0.0,192.0,0.0,940.6,785.6,48.846616696,4.499809670330265
435,135.0,105.0,193.0,196.0,6.0,965.0,643.0,21.91154728,3.332204510175204
436,277.0,0.0,0.0,191.0,0.0,968.0,856.0,31.25394708,4.499809670330265
437,520.0,0.0,0.0,175.0,5.2,870.0,805.0,51.021224,3.332204510175204
438,190.34,0.0,125.18,161.85,9.88,1088.1,802.59,22.718234199999998,2.6390573296152584
439,200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7.8393421199999995,1.9459101490553132
440,275.07,0.0,121.35,159.48,9.9,1053.6,777.5,56.847296199999995,4.02535169073515
441,310.0,0.0,0.0,192.0,0.0,970.0,850.0,27.923778,3.332204510175204
442,167.95,42.08,163.83,121.75,5.72,1058.7,780.11,17.8229546,2.6390573296152584
443,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,55.15808,5.598421958998375
444,250.0,0.0,95.69,191.84,5.33,948.9,857.2,24.65566176,2.6390573296152584
445,446.0,24.0,79.0,162.0,11.64,967.0,712.0,55.25460664,4.02535169073515
446,333.0,0.0,0.0,192.0,0.0,931.2,842.6,31.966865263999996,3.332204510175204
447,387.0,20.0,94.0,157.0,11.61,938.0,845.0,41.66503468,1.9459101490553132
448,198.6,132.4,0.0,192.0,0.0,978.4,825.5,28.021683592,3.332204510175204
449,446.0,24.0,79.0,162.0,11.61,967.0,712.0,57.02655996,3.332204510175204
450,387.0,20.0,94.0,157.0,11.61,938.0,845.0,46.68441996,3.332204510175204
451,190.34,0.0,125.18,166.61,9.88,1079.0,798.9,31.715896,4.02535169073515
452,350.0,0.0,0.0,203.0,0.0,974.0,775.0,27.337723399999998,3.332204510175204
453,313.3,0.0,113.0,178.5,8.0,1001.9,688.7,36.804918356,3.332204510175204
454,236.0,0.0,0.0,194.0,0.0,968.0,885.0,12.83804312,2.6390573296152584
455,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,33.21205892,1.9459101490553132
456,181.38,0.0,167.01,169.59,7.56,1055.6,777.8,21.601283079999998,2.6390573296152584
457,277.05,0.0,97.39,160.6,11.83,973.9,875.61,41.885667,2.6390573296152584
458,213.76,98.06,24.52,181.74,6.65,1066.0,785.52,47.13257936,4.02535169073515
459,401.8,94.7,0.0,147.4,11.4,946.8,852.1,54.09628696,1.9459101490553132
460,331.0,170.0,0.0,195.0,8.0,811.0,802.0,56.61287436,3.332204510175204
461,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,63.528318639999995,4.605170185988092
462,298.0,0.0,107.0,186.0,6.0,879.0,815.0,42.63719584,3.332204510175204
463,135.7,203.5,0.0,185.7,0.0,1076.2,759.3,18.19871902,3.332204510175204
464,166.0,260.0,0.0,183.0,13.0,859.0,827.0,37.91428524,3.332204510175204
465,266.0,114.0,0.0,228.0,0.0,932.0,670.0,45.854290856,3.332204510175204
466,425.0,106.3,0.0,153.5,16.5,852.1,887.1,65.19685056,4.51085950651685
467,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,17.24379476,1.9459101490553132
468,157.0,236.0,0.0,192.0,0.0,935.4,781.2,16.889404096,1.9459101490553132
469,132.0,207.0,161.0,179.0,5.0,867.0,736.0,33.301690799999996,3.332204510175204
470,425.0,106.3,0.0,153.5,16.5,852.1,887.1,33.398217439999996,1.0986122886681098
471,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,52.20022796,3.332204510175204
472,154.0,144.0,112.0,220.0,10.0,923.0,658.0,16.49916068,3.332204510175204
473,198.6,132.4,0.0,192.0,0.0,978.4,825.5,38.074243671999994,4.499809670330265
474,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,72.99482412,4.02535169073515
475,162.0,207.0,172.0,216.0,10.0,822.0,638.0,39.84481804,3.332204510175204
476,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,27.827251359999998,3.332204510175204
477,313.8,0.0,112.6,169.9,10.1,925.3,782.9,38.461039708,3.332204510175204
478,255.0,99.0,77.0,189.0,6.0,919.0,749.0,33.79811352,3.332204510175204
479,251.37,0.0,118.27,188.45,5.75,1028.4,757.73,43.58177796,4.605170185988092
480,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,14.98920824,1.0986122886681098
481,173.0,116.0,0.0,192.0,0.0,946.8,856.8,11.392211948,1.9459101490553132
482,480.0,0.0,0.0,192.0,0.0,936.2,712.2,24.404692496,1.0986122886681098
483,229.97,0.0,118.31,195.47,4.63,1029.4,758.59,24.483292759999998,3.332204510175204
484,145.0,0.0,134.0,181.0,11.0,979.0,812.0,13.19657064,3.332204510175204
485,162.0,214.0,164.0,202.0,10.0,820.0,680.0,30.647208199999998,3.332204510175204
486,305.3,203.5,0.0,203.5,0.0,965.4,631.0,54.598914963999995,4.499809670330265
487,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,66.9481196,4.605170185988092
488,491.0,26.0,123.0,210.0,3.93,882.0,699.0,55.55108132,3.332204510175204
489,393.0,0.0,0.0,192.0,0.0,940.0,758.0,48.79421652,4.499809670330265
490,212.57,0.0,100.39,159.35,10.37,1003.8,903.79,47.739318239999996,4.605170185988092
491,160.0,250.0,0.0,168.0,12.0,1049.0,688.0,39.45181672,3.332204510175204
492,173.81,93.37,159.9,172.34,9.73,1007.2,746.6,37.810863839999996,3.332204510175204
493,159.0,187.0,0.0,176.0,11.0,990.0,789.0,32.763899519999995,3.332204510175204
494,356.0,119.0,0.0,160.0,9.03,1061.0,657.0,58.99846132,3.332204510175204
495,153.0,102.0,0.0,192.0,0.0,888.0,943.1,4.782205536,1.0986122886681098
496,173.81,93.37,159.9,172.34,9.73,1007.2,746.6,48.9872698,4.02535169073515
497,485.0,0.0,0.0,146.0,0.0,1120.0,800.0,71.98818916,3.332204510175204
498,522.0,0.0,0.0,146.0,0.0,896.0,896.0,50.511011759999995,1.9459101490553132
499,144.0,170.0,133.0,192.0,8.0,814.0,805.0,29.86810032,3.332204510175204
500,236.0,0.0,0.0,194.0,0.0,968.0,885.0,18.415903959999998,3.332204510175204
501,261.0,100.0,78.0,201.0,9.0,864.0,761.0,32.39847724,3.332204510175204
502,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,21.6495464,3.332204510175204
503,446.0,24.0,79.0,162.0,11.64,967.0,712.0,56.14403068,4.02535169073515
504,339.0,0.0,0.0,185.0,0.0,1060.0,754.0,31.6469484,3.332204510175204
505,323.7,282.8,0.0,183.8,10.3,942.7,659.9,28.296095039999997,1.0986122886681098
506,213.72,98.05,24.51,181.71,6.86,1065.8,785.38,45.70536404,3.332204510175204
507,154.8,183.4,0.0,193.3,9.1,1047.4,696.7,18.287661424,3.332204510175204
508,425.0,106.3,0.0,151.4,18.6,936.0,803.7,61.797733879999996,3.332204510175204
509,362.6,189.0,0.0,164.9,11.6,944.7,755.8,79.29663476,4.51085950651685
510,475.0,0.0,0.0,228.0,0.0,932.0,594.0,41.934619796,5.8998973535824915
511,213.74,0.0,174.74,154.79,10.16,1053.5,776.35,33.72916592,2.6390573296152584
512,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,14.306626999999999,1.0986122886681098
513,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,33.60506024,3.332204510175204
514,305.3,203.5,0.0,203.5,0.0,965.4,631.0,14.143910664,1.0986122886681098
515,313.0,161.0,0.0,178.0,10.0,917.0,759.0,52.44154456,3.332204510175204
516,150.0,237.0,0.0,174.0,12.0,1069.0,675.0,37.431652039999996,3.332204510175204
517,203.5,305.3,0.0,203.5,0.0,963.4,630.0,9.561653168,1.0986122886681098
518,213.74,0.0,174.74,154.79,10.16,1053.5,776.35,50.07664188,4.605170185988092
519,229.97,0.0,118.31,195.47,4.63,1029.4,758.59,10.0318758,1.0986122886681098
520,164.2,0.0,200.1,181.2,12.6,849.3,846.0,15.091250688,3.332204510175204
521,307.0,0.0,0.0,193.0,0.0,968.0,812.0,12.541568439999999,1.0986122886681098
522,193.5,290.2,0.0,185.7,0.0,998.2,704.3,32.626693796000005,3.332204510175204
523,220.8,147.2,0.0,185.7,0.0,1055.0,744.3,13.089012384,1.9459101490553132
524,194.68,0.0,100.52,170.17,7.48,998.0,901.8,12.17614616,1.0986122886681098
525,425.0,106.3,0.0,151.4,18.6,936.0,803.7,66.69990824,4.51085950651685
526,160.0,128.0,122.0,182.0,6.4,824.0,879.0,39.39665864,3.332204510175204
527,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,53.95839176,4.02535169073515
528,382.0,0.0,0.0,185.0,0.0,1047.0,739.0,37.42475728,3.332204510175204
529,376.0,0.0,0.0,214.6,0.0,1003.5,762.36,16.27852836,1.0986122886681098
530,305.0,0.0,100.0,196.0,10.0,959.0,705.0,30.12320644,3.332204510175204
531,281.0,0.0,0.0,186.0,0.0,1104.0,774.0,14.49968028,1.9459101490553132
532,239.6,359.4,0.0,185.7,0.0,941.6,664.3,25.422359072,1.9459101490553132
533,425.0,106.3,0.0,153.5,16.5,852.1,887.1,49.20100736,1.9459101490553132
534,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,35.763120119999996,4.499809670330265
535,178.03,129.8,118.6,179.94,3.57,1007.3,746.8,34.23937816,2.6390573296152584
536,387.0,20.0,94.0,157.0,11.61,938.0,845.0,34.77027468,1.0986122886681098
537,387.0,20.0,94.0,157.0,11.61,938.0,845.0,61.45989064,4.02535169073515
538,275.07,0.0,121.35,159.48,9.9,1053.6,777.5,23.80071152,1.0986122886681098
539,250.0,0.0,95.69,187.42,5.53,956.86,861.17,29.21999288,3.332204510175204
540,355.0,19.0,97.0,145.0,13.13,967.0,871.0,44.02993736,3.332204510175204
541,150.9,0.0,183.9,166.6,11.6,991.2,772.2,15.569747031999999,3.332204510175204
542,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,39.358047983999995,4.499809670330265
543,151.0,0.0,185.0,167.0,16.0,1074.0,678.0,13.45857152,3.332204510175204
544,277.05,0.0,97.39,160.6,11.83,973.9,875.61,55.6407132,4.605170185988092
545,251.37,0.0,118.27,192.94,5.75,1043.6,754.3,20.72564856,2.6390573296152584
546,213.74,0.0,174.74,154.79,10.16,1053.5,776.35,46.6430514,4.02535169073515
547,146.0,173.0,0.0,182.0,3.0,986.0,817.0,23.73865868,3.332204510175204
548,480.0,0.0,0.0,192.0,0.0,936.2,712.2,34.569637164,1.9459101490553132
549,149.0,139.0,109.0,193.0,6.0,892.0,780.0,23.69039536,3.332204510175204
550,141.9,166.6,129.7,173.5,10.9,882.6,785.3,44.61185510399999,3.332204510175204
551,239.6,359.4,0.0,185.7,0.0,941.6,664.3,39.435269296,3.332204510175204
552,362.6,189.0,0.0,164.9,11.6,944.7,755.8,79.29663476,4.51085950651685
553,362.6,189.0,0.0,164.9,11.6,944.7,755.8,55.89581932,1.9459101490553132
554,380.0,0.0,0.0,228.0,0.0,932.0,670.0,52.516697443999995,5.8998973535824915
555,238.05,0.0,94.11,186.66,7.0,949.91,847.01,44.298833,4.605170185988092
556,505.0,0.0,60.0,195.0,0.0,1030.0,630.0,64.0178466,3.332204510175204
557,298.2,0.0,107.0,209.7,11.1,879.6,744.2,31.875164956000003,3.332204510175204
558,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,64.90037588,4.02535169073515
559,332.5,142.5,0.0,228.0,0.0,932.0,594.0,30.275580636,1.9459101490553132
560,516.0,0.0,0.0,162.0,8.2,801.0,802.0,41.36856,3.332204510175204
561,295.8,0.0,0.0,185.7,0.0,1091.4,769.3,25.216895223999998,3.332204510175204
562,302.0,0.0,0.0,203.0,0.0,974.0,817.0,21.7529678,3.332204510175204
563,469.0,117.2,0.0,137.8,32.2,852.1,840.5,70.69886903999999,4.51085950651685
564,255.5,170.3,0.0,185.7,0.0,1026.6,724.3,17.236210524,1.9459101490553132
565,254.0,0.0,0.0,198.0,0.0,968.0,863.0,27.62730332,5.19295685089021
566,425.0,106.3,0.0,153.5,16.5,852.1,887.1,60.2946762,3.332204510175204
567,155.0,183.0,0.0,193.0,9.0,877.0,868.0,23.786922,3.332204510175204
568,212.0,0.0,124.78,159.0,7.84,1085.4,799.54,31.35047372,2.6390573296152584
569,333.0,0.0,0.0,192.0,0.0,931.2,842.6,41.680203152,4.499809670330265
570,200.0,0.0,0.0,180.0,0.0,1125.0,845.0,12.24509376,3.332204510175204
571,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,40.65839972,4.499809670330265
572,339.2,0.0,0.0,185.7,0.0,1069.2,754.3,31.899986092,3.332204510175204
573,145.9,230.5,0.0,202.5,3.4,827.0,871.8,32.720462532,3.332204510175204
574,149.5,236.0,0.0,175.8,12.6,846.8,892.7,32.96384756,3.332204510175204
575,143.6,0.0,174.9,158.4,17.9,942.7,844.5,15.42357812,3.332204510175204
576,333.0,0.0,0.0,192.0,0.0,931.2,842.6,15.615941924,1.0986122886681098
577,380.0,95.0,0.0,228.0,0.0,932.0,594.0,40.759063216,5.19295685089021
578,252.31,0.0,98.75,146.25,14.17,987.76,889.01,55.82687172,4.02535169073515
579,531.3,0.0,0.0,141.8,28.2,852.1,893.7,58.798513279999995,4.02535169073515
580,331.0,0.0,0.0,192.0,0.0,978.0,825.0,38.99676256,5.19295685089021
581,194.68,0.0,100.52,170.17,7.48,998.0,901.8,43.388724679999996,4.02535169073515
582,304.0,76.0,0.0,228.0,0.0,932.0,670.0,54.378282643999995,5.598421958998375
583,491.0,26.0,123.0,201.0,3.93,822.0,699.0,29.54897143054136,1.0986122886681098
584,251.37,0.0,118.27,188.45,6.35,1028.4,757.73,13.12072828,1.0986122886681098
585,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,38.70028788,4.787491742782046
586,326.0,0.0,138.0,199.0,11.0,801.0,792.0,40.679083999999996,3.332204510175204
587,194.68,0.0,100.52,165.62,7.48,1006.4,905.9,12.45193656,1.0986122886681098
588,520.0,0.0,0.0,170.0,5.2,855.0,855.0,60.280886679999995,3.332204510175204
589,446.0,24.0,79.0,162.0,10.3,967.0,712.0,53.38612668,3.332204510175204
590,317.9,0.0,126.5,209.7,5.7,860.5,736.6,40.062002979999995,3.332204510175204
591,251.37,0.0,118.27,188.45,5.75,1028.4,757.73,29.93015316,2.6390573296152584
592,148.0,0.0,182.0,181.0,15.0,839.0,884.0,15.520104759999999,3.332204510175204
593,164.6,0.0,150.4,181.6,11.7,1023.3,728.9,18.033934256,3.332204510175204
594,261.9,110.5,86.1,195.4,5.0,895.2,732.6,33.71882378,3.332204510175204
595,397.0,0.0,0.0,185.7,0.0,1040.6,734.3,33.082437432,3.332204510175204
596,143.8,136.3,106.2,178.1,7.5,941.5,774.3,26.147687824,3.332204510175204
597,190.68,0.0,125.4,162.14,7.77,1090.0,804.01,26.40003604,3.332204510175204
598,165.0,0.02,143.57,163.81,0.0,1005.6,900.9,26.200088,3.332204510175204
599,439.0,177.0,0.0,186.0,11.1,884.9,707.9,71.69860924,4.02535169073515
600,238.05,0.0,94.11,186.66,7.0,949.91,847.01,30.2335226,3.332204510175204
601,192.0,288.0,0.0,192.0,0.0,929.8,716.1,50.732333556,4.499809670330265
602,480.0,0.0,0.0,192.0,0.0,936.0,721.0,24.39366088,1.0986122886681098
603,250.0,0.0,95.69,191.84,5.33,948.9,857.2,41.1617172,4.605170185988092
604,194.68,0.0,100.52,165.62,7.48,1006.4,905.9,37.34202016,4.605170185988092
605,339.0,0.0,0.0,197.0,0.0,968.0,781.0,32.039949719999996,3.332204510175204
606,446.0,24.0,79.0,162.0,11.64,967.0,712.0,39.300132,1.9459101490553132
607,387.0,20.0,94.0,157.0,13.93,938.0,845.0,46.68441996,3.332204510175204
608,212.0,141.3,0.0,203.5,0.0,973.4,750.0,6.8085755,1.0986122886681098
609,251.37,0.0,118.27,192.94,5.75,1043.6,754.3,11.98309288,1.0986122886681098
610,167.35,129.9,128.62,175.46,7.79,1006.3,746.6,31.812422639999998,2.6390573296152584
611,165.0,128.5,132.1,175.06,8.08,1005.8,746.6,55.020184799999996,4.605170185988092
612,284.0,120.0,0.0,168.0,7.0,970.0,794.0,40.93419012,3.332204510175204
613,331.0,0.0,0.0,192.0,0.0,978.0,825.0,41.244454319999996,5.886104031450156
614,380.0,95.0,0.0,228.0,0.0,932.0,594.0,41.15137506,5.598421958998375
615,151.8,178.1,138.7,167.5,18.3,944.0,694.6,36.349864196,3.332204510175204
